Date,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition,Day-of-Week,Day-Ahead-LMP-price
9/6/2021,,,,,,,,,,,2,55.2
9/6/2021,,,,,,,,,,,2,42.01
9/6/2021,,,,,,,,,,,2,36.63
9/6/2021,,,,,,,,,,,2,37.65
9/6/2021,,,,,,,,,,,2,37.39
9/7/2021,,,,,,,,,,,3,38.19
9/7/2021,,,,,,,,,,,3,32.8
9/7/2021,,,,,,,,,,,3,30.06
9/7/2021,,,,,,,,,,,3,29.24
9/7/2021,,,,,,,,,,,3,29.87
9/7/2021,,,,,,,,,,,3,32
9/7/2021,,,,,,,,,,,3,35.64
9/7/2021,,,,,,,,,,,3,36.58
9/7/2021,,,,,,,,,,,3,37.45
9/7/2021,,,,,,,,,,,3,38.24
9/7/2021,,,,,,,,,,,3,40.18
9/7/2021,,,,,,,,,,,3,41.49
9/7/2021,,,,,,,,,,,3,42.41
9/7/2021,,,,,,,,,,,3,40.1
9/7/2021,,,,,,,,,,,3,44.82
9/7/2021,,,,,,,,,,,3,52.88
9/7/2021,,,,,,,,,,,3,58.17
9/7/2021,,,,,,,,,,,3,62.71
9/7/2021,,,,,,,,,,,3,60.88
9/7/2021,,,,,,,,,,,3,58.43
9/7/2021,,,,,,,,,,,3,48.37
9/7/2021,,,,,,,,,,,3,41.78
9/7/2021,,,,,,,,,,,3,41.31
9/7/2021,,,,,,,,,,,3,41.52
9/8/2021,,,,,,,,,,,4,33.74
9/8/2021,,,,,,,,,,,4,32.23
9/8/2021,,,,,,,,,,,4,30.1
9/8/2021,,,,,,,,,,,4,30.23
9/8/2021,,,,,,,,,,,4,29.92
9/8/2021,,,,,,,,,,,4,33.97
9/8/2021,,,,,,,,,,,4,40.03
9/8/2021,,,,,,,,,,,4,43.13
9/8/2021,,,,,,,,,,,4,41.09
9/8/2021,,,,,,,,,,,4,37.38
9/8/2021,,,,,,,,,,,4,42.24
9/8/2021,,,,,,,,,,,4,40.94
9/8/2021,,,,,,,,,,,4,41.61
9/8/2021,,,,,,,,,,,4,41.72
9/8/2021,,,,,,,,,,,4,51.85
9/8/2021,,,,,,,,,,,4,57.97
9/8/2021,,,,,,,,,,,4,61
9/8/2021,,,,,,,,,,,4,72.65
9/8/2021,,,,,,,,,,,4,60.73
9/8/2021,,,,,,,,,,,4,61.02
9/8/2021,,,,,,,,,,,4,52.4
9/8/2021,,,,,,,,,,,4,42.37
9/8/2021,,,,,,,,,,,4,41.66
9/8/2021,,,,,,,,,,,4,38.85
9/9/2021,,,,,,,,,,,5,38.89
9/9/2021,,,,,,,,,,,5,35.47
9/9/2021,,,,,,,,,,,5,34.39
9/9/2021,,,,,,,,,,,5,33.52
9/9/2021,,,,,,,,,,,5,34.12
9/9/2021,,,,,,,,,,,5,38.06
9/9/2021,,,,,,,,,,,5,50.23
9/9/2021,,,,,,,,,,,5,48.29
9/9/2021,,,,,,,,,,,5,49.01
9/9/2021,,,,,,,,,,,5,46.28
9/9/2021,,,,,,,,,,,5,47.33
9/9/2021,,,,,,,,,,,5,49.49
9/9/2021,,,,,,,,,,,5,45.47
9/9/2021,,,,,,,,,,,5,44.86
9/9/2021,,,,,,,,,,,5,46.14
9/9/2021,,,,,,,,,,,5,48.63
9/9/2021,,,,,,,,,,,5,44.46
9/9/2021,,,,,,,,,,,5,49.52
9/9/2021,,,,,,,,,,,5,49.37
9/9/2021,,,,,,,,,,,5,49.89
9/9/2021,,,,,,,,,,,5,44.21
9/9/2021,,,,,,,,,,,5,38.75
9/9/2021,,,,,,,,,,,5,42.33
9/9/2021,,,,,,,,,,,5,42.35
9/10/2021,,,,,,,,,,,6,40.47
9/10/2021,,,,,,,,,,,6,37.64
9/10/2021,,,,,,,,,,,6,34.87
9/10/2021,,,,,,,,,,,6,33.84
9/10/2021,,,,,,,,,,,6,33.88
9/10/2021,,,,,,,,,,,6,35.33
9/10/2021,,,,,,,,,,,6,43.33
9/10/2021,,,,,,,,,,,6,48.41
9/10/2021,,,,,,,,,,,6,43.48
9/10/2021,,,,,,,,,,,6,46.64
9/10/2021,,,,,,,,,,,6,40.84
9/10/2021,,,,,,,,,,,6,36.01
9/10/2021,,,,,,,,,,,6,39.62
9/10/2021,,,,,,,,,,,6,39.69
9/10/2021,,,,,,,,,,,6,39.1
9/10/2021,,,,,,,,,,,6,42.3
9/10/2021,,,,,,,,,,,6,49.47
9/10/2021,,,,,,,,,,,6,49.39
9/10/2021,,,,,,,,,,,6,45.81
9/10/2021,,,,,,,,,,,6,41.61
9/10/2021,,,,,,,,,,,6,40.35
9/10/2021,,,,,,,,,,,6,37.21
9/10/2021,,,,,,,,,,,6,38.32
9/10/2021,,,,,,,,,,,6,36.47
9/11/2021,,,,,,,,,,,7,36.78
9/11/2021,,,,,,,,,,,7,34.74
9/11/2021,,,,,,,,,,,7,33.71
9/11/2021,,,,,,,,,,,7,33.27
9/11/2021,,,,,,,,,,,7,33.02
9/11/2021,,,,,,,,,,,7,33.58
9/11/2021,,,,,,,,,,,7,36.96
9/11/2021,,,,,,,,,,,7,33.63
9/11/2021,,,,,,,,,,,7,35.57
9/11/2021,,,,,,,,,,,7,37.06
9/11/2021,,,,,,,,,,,7,36.13
9/11/2021,,,,,,,,,,,7,35.46
9/11/2021,,,,,,,,,,,7,33.31
9/11/2021,,,,,,,,,,,7,32.96
9/11/2021,,,,,,,,,,,7,33.19
9/11/2021,,,,,,,,,,,7,36.21
9/11/2021,,,,,,,,,,,7,42.31
9/11/2021,,,,,,,,,,,7,53.15
9/11/2021,,,,,,,,,,,7,50.97
9/11/2021,,,,,,,,,,,7,52.14
9/11/2021,,,,,,,,,,,7,37.4
9/11/2021,,,,,,,,,,,7,35.9
9/11/2021,,,,,,,,,,,7,36.12
9/11/2021,,,,,,,,,,,7,35.21
9/12/2021,,,,,,,,,,,1,34.85
9/12/2021,,,,,,,,,,,1,33.26
9/12/2021,,,,,,,,,,,1,32.36
9/12/2021,,,,,,,,,,,1,32.17
9/12/2021,,,,,,,,,,,1,31.99
9/12/2021,,,,,,,,,,,1,30.45
9/12/2021,,,,,,,,,,,1,32.59
9/12/2021,,,,,,,,,,,1,33.14
9/12/2021,,,,,,,,,,,1,35.88
9/12/2021,,,,,,,,,,,1,35.86
9/12/2021,,,,,,,,,,,1,37.45
9/12/2021,,,,,,,,,,,1,44.19
9/12/2021,,,,,,,,,,,1,40.12
9/12/2021,,,,,,,,,,,1,36.26
9/12/2021,,,,,,,,,,,1,42.07
9/12/2021,,,,,,,,,,,1,44.62
9/12/2021,,,,,,,,,,,1,55.67
9/12/2021,,,,,,,,,,,1,59.44
9/12/2021,,,,,,,,,,,1,64.67
9/12/2021,,,,,,,,,,,1,65.19
9/12/2021,,,,,,,,,,,1,56.07
9/12/2021,,,,,,,,,,,1,45.93
9/12/2021,,,,,,,,,,,1,43.16
9/12/2021,,,,,,,,,,,1,39.67
9/13/2021,,,,,,,,,,,2,44.67
9/13/2021,,,,,,,,,,,2,40.97
9/13/2021,,,,,,,,,,,2,41.05
9/13/2021,,,,,,,,,,,2,42.22
9/13/2021,,,,,,,,,,,2,45.49
9/13/2021,,,,,,,,,,,2,42.84
9/13/2021,,,,,,,,,,,2,51.88
9/13/2021,,,,,,,,,,,2,47.68
9/13/2021,,,,,,,,,,,2,50.27
9/13/2021,,,,,,,,,,,2,51.97
9/13/2021,,,,,,,,,,,2,53.38
9/13/2021,,,,,,,,,,,2,51.28
9/13/2021,,,,,,,,,,,2,50.93
9/13/2021,,,,,,,,,,,2,57.09
9/13/2021,,,,,,,,,,,2,57.33
9/13/2021,,,,,,,,,,,2,57.07
9/13/2021,,,,,,,,,,,2,62.72
9/13/2021,,,,,,,,,,,2,69.42
9/13/2021,,,,,,,,,,,2,64.96
9/13/2021,,,,,,,,,,,2,64.67
9/13/2021,,,,,,,,,,,2,56.81
9/13/2021,,,,,,,,,,,2,46.73
9/13/2021,,,,,,,,,,,2,46.07
9/13/2021,,,,,,,,,,,2,48.71
9/14/2021,,,,,,,,,,,3,46.58
9/14/2021,,,,,,,,,,,3,40.55
9/14/2021,,,,,,,,,,,3,39.7
9/14/2021,,,,,,,,,,,3,37.54
9/14/2021,,,,,,,,,,,3,38.92
9/14/2021,,,,,,,,,,,3,43.38
9/14/2021,,,,,,,,,,,3,51.48
9/14/2021,,,,,,,,,,,3,47.55
9/14/2021,,,,,,,,,,,3,50.98
9/14/2021,,,,,,,,,,,3,51.75
9/14/2021,,,,,,,,,,,3,51.48
9/14/2021,,,,,,,,,,,3,50.11
9/14/2021,,,,,,,,,,,3,45.91
9/14/2021,,,,,,,,,,,3,50.33
9/14/2021,,,,,,,,,,,3,55.77
9/14/2021,,,,,,,,,,,3,55.95
9/14/2021,,,,,,,,,,,3,66.13
9/14/2021,,,,,,,,,,,3,66.34
9/14/2021,,,,,,,,,,,3,62.98
9/14/2021,,,,,,,,,,,3,66.13
9/14/2021,,,,,,,,,,,3,60.08
9/14/2021,,,,,,,,,,,3,48.04
9/14/2021,,,,,,,,,,,3,49.94
9/14/2021,,,,,,,,,,,3,48.62
9/15/2021,,,,,,,,,,,4,57.32
9/15/2021,,,,,,,,,,,4,48.16
9/15/2021,,,,,,,,,,,4,43.92
9/15/2021,,,,,,,,,,,4,41.29
9/15/2021,,,,,,,,,,,4,42.76
9/15/2021,,,,,,,,,,,4,55.08
9/15/2021,,,,,,,,,,,4,51.75
9/15/2021,,,,,,,,,,,4,52.63
9/15/2021,,,,,,,,,,,4,51.35
9/15/2021,,,,,,,,,,,4,55.15
9/15/2021,,,,,,,,,,,4,59.48
9/15/2021,,,,,,,,,,,4,60.35
9/15/2021,,,,,,,,,,,4,79.7
9/15/2021,,,,,,,,,,,4,83.44
9/15/2021,,,,,,,,,,,4,83.97
9/15/2021,,,,,,,,,,,4,82.19
9/15/2021,,,,,,,,,,,4,101.13
9/15/2021,,,,,,,,,,,4,103.66
9/15/2021,,,,,,,,,,,4,82.86
9/15/2021,,,,,,,,,,,4,80.79
9/15/2021,,,,,,,,,,,4,71.81
9/15/2021,,,,,,,,,,,4,66.92
9/15/2021,,,,,,,,,,,4,57.15
9/15/2021,,,,,,,,,,,4,56.05
9/16/2021,,,,,,,,,,,5,55.32
9/16/2021,,,,,,,,,,,5,55.83
9/16/2021,,,,,,,,,,,5,54.53
9/16/2021,,,,,,,,,,,5,52.02
9/16/2021,,,,,,,,,,,5,53.92
9/16/2021,,,,,,,,,,,5,52.49
9/16/2021,,,,,,,,,,,5,60.21
9/16/2021,,,,,,,,,,,5,69.02
9/16/2021,,,,,,,,,,,5,66.91
9/16/2021,,,,,,,,,,,5,66.2
9/16/2021,,,,,,,,,,,5,65.97
9/16/2021,,,,,,,,,,,5,61.14
9/16/2021,,,,,,,,,,,5,60.35
9/16/2021,,,,,,,,,,,5,66.15
9/16/2021,,,,,,,,,,,5,75.73
9/16/2021,,,,,,,,,,,5,64.51
9/16/2021,,,,,,,,,,,5,70.21
9/16/2021,,,,,,,,,,,5,70.94
9/16/2021,,,,,,,,,,,5,64.78
9/16/2021,,,,,,,,,,,5,66.14
9/16/2021,,,,,,,,,,,5,63.75
9/16/2021,,,,,,,,,,,5,54.12
9/16/2021,,,,,,,,,,,5,50.16
9/16/2021,,,,,,,,,,,5,56.35
9/17/2021,,,,,,,,,,,6,54.72
9/17/2021,,,,,,,,,,,6,46.97
9/17/2021,,,,,,,,,,,6,47.47
9/17/2021,,,,,,,,,,,6,45.41
9/17/2021,,,,,,,,,,,6,46.55
9/17/2021,,,,,,,,,,,6,51.05
9/17/2021,,,,,,,,,,,6,67.55
9/17/2021,,,,,,,,,,,6,68.06
9/17/2021,,,,,,,,,,,6,65.27
9/17/2021,,,,,,,,,,,6,65.16
9/17/2021,,,,,,,,,,,6,63.48
9/17/2021,,,,,,,,,,,6,59.37
9/17/2021,,,,,,,,,,,6,59
9/17/2021,,,,,,,,,,,6,57.99
9/17/2021,,,,,,,,,,,6,67.79
9/17/2021,,,,,,,,,,,6,58.31
9/17/2021,,,,,,,,,,,6,65.41
9/17/2021,,,,,,,,,,,6,67.75
9/17/2021,,,,,,,,,,,6,65.15
9/17/2021,,,,,,,,,,,6,67.87
9/17/2021,,,,,,,,,,,6,57.55
9/17/2021,,,,,,,,,,,6,49.26
9/17/2021,,,,,,,,,,,6,49.83
9/17/2021,,,,,,,,,,,6,49.97
9/18/2021,,,,,,,,,,,7,56.55
9/18/2021,,,,,,,,,,,7,49.56
9/18/2021,,,,,,,,,,,7,47.84
9/18/2021,,,,,,,,,,,7,44.87
9/18/2021,,,,,,,,,,,7,44.39
9/18/2021,,,,,,,,,,,7,48.14
9/18/2021,,,,,,,,,,,7,57.76
9/18/2021,,,,,,,,,,,7,54.69
9/18/2021,,,,,,,,,,,7,57.08
9/18/2021,,,,,,,,,,,7,54.72
9/18/2021,,,,,,,,,,,7,56.37
9/18/2021,,,,,,,,,,,7,59.6
9/18/2021,,,,,,,,,,,7,57.15
9/18/2021,,,,,,,,,,,7,63.79
9/18/2021,,,,,,,,,,,7,67.8
9/18/2021,,,,,,,,,,,7,72.15
9/18/2021,,,,,,,,,,,7,78.6
9/18/2021,,,,,,,,,,,7,78.58
9/18/2021,,,,,,,,,,,7,81.01
9/18/2021,,,,,,,,,,,7,75.97
9/18/2021,,,,,,,,,,,7,66.95
9/18/2021,,,,,,,,,,,7,61.76
9/18/2021,,,,,,,,,,,7,59.04
9/18/2021,,,,,,,,,,,7,54.34
9/19/2021,,,,,,,,,,,1,51.78
9/19/2021,,,,,,,,,,,1,44.02
9/19/2021,,,,,,,,,,,1,41.13
9/19/2021,,,,,,,,,,,1,41.38
9/19/2021,,,,,,,,,,,1,41.11
9/19/2021,,,,,,,,,,,1,40.6
9/19/2021,,,,,,,,,,,1,40.59
9/19/2021,,,,,,,,,,,1,42.21
9/19/2021,,,,,,,,,,,1,42.43
9/19/2021,,,,,,,,,,,1,45.5
9/19/2021,,,,,,,,,,,1,43.12
9/19/2021,,,,,,,,,,,1,40.08
9/19/2021,,,,,,,,,,,1,40.16
9/19/2021,,,,,,,,,,,1,40.09
9/19/2021,,,,,,,,,,,1,40.21
9/19/2021,,,,,,,,,,,1,44.7
9/19/2021,,,,,,,,,,,1,58.12
9/19/2021,,,,,,,,,,,1,70.94
9/19/2021,,,,,,,,,,,1,70.92
9/19/2021,,,,,,,,,,,1,65.47
9/19/2021,,,,,,,,,,,1,58.57
9/19/2021,,,,,,,,,,,1,44.17
9/19/2021,,,,,,,,,,,1,47.17
9/19/2021,,,,,,,,,,,1,44.03
9/20/2021,,,,,,,,,,,2,42
9/20/2021,,,,,,,,,,,2,40.8
9/20/2021,,,,,,,,,,,2,39.84
9/20/2021,,,,,,,,,,,2,39.44
9/20/2021,,,,,,,,,,,2,40.23
9/20/2021,,,,,,,,,,,2,43.35
9/20/2021,,,,,,,,,,,2,50.24
9/20/2021,,,,,,,,,,,2,68.51
9/20/2021,,,,,,,,,,,2,59.23
9/20/2021,,,,,,,,,,,2,51.48
9/20/2021,,,,,,,,,,,2,45.99
9/20/2021,,,,,,,,,,,2,45.07
9/20/2021,,,,,,,,,,,2,42.39
9/20/2021,,,,,,,,,,,2,44.54
9/20/2021,,,,,,,,,,,2,45.92
9/20/2021,,,,,,,,,,,2,53.84
9/20/2021,,,,,,,,,,,2,65.7
9/20/2021,,,,,,,,,,,2,71.51
9/20/2021,,,,,,,,,,,2,72.7
9/20/2021,,,,,,,,,,,2,71.1
9/20/2021,,,,,,,,,,,2,64.03
9/20/2021,,,,,,,,,,,2,44.58
9/20/2021,,,,,,,,,,,2,53.87
9/20/2021,,,,,,,,,,,2,49.83
9/21/2021,,,,,,,,,,,3,39.49
9/21/2021,,,,,,,,,,,3,39.49
9/21/2021,,,,,,,,,,,3,37.4
9/21/2021,,,,,,,,,,,3,37.1
9/21/2021,,,,,,,,,,,3,37.17
9/21/2021,,,,,,,,,,,3,38.5
9/21/2021,,,,,,,,,,,3,47.24
9/21/2021,,,,,,,,,,,3,57.3
9/21/2021,,,,,,,,,,,3,54.84
9/21/2021,,,,,,,,,,,3,53.59
9/21/2021,,,,,,,,,,,3,47.64
9/21/2021,,,,,,,,,,,3,44
9/21/2021,,,,,,,,,,,3,40.95
9/21/2021,,,,,,,,,,,3,42.63
9/21/2021,,,,,,,,,,,3,44.68
9/21/2021,,,,,,,,,,,3,52.11
9/21/2021,,,,,,,,,,,3,61.68
9/21/2021,,,,,,,,,,,3,63.21
9/21/2021,,,,,,,,,,,3,62.54
9/21/2021,,,,,,,,,,,3,63.73
9/21/2021,,,,,,,,,,,3,59.75
9/21/2021,,,,,,,,,,,3,45.22
9/21/2021,,,,,,,,,,,3,51.17
9/21/2021,,,,,,,,,,,3,40.91
9/22/2021,,,,,,,,,,,4,40.1
9/22/2021,,,,,,,,,,,4,37.68
9/22/2021,,,,,,,,,,,4,38.45
9/22/2021,,,,,,,,,,,4,38.03
9/22/2021,,,,,,,,,,,4,37.59
9/22/2021,,,,,,,,,,,4,38.95
9/22/2021,,,,,,,,,,,4,50.71
9/22/2021,,,,,,,,,,,4,55.83
9/22/2021,,,,,,,,,,,4,58.81
9/22/2021,,,,,,,,,,,4,61.07
9/22/2021,,,,,,,,,,,4,61.02
9/22/2021,,,,,,,,,,,4,55.9
9/22/2021,,,,,,,,,,,4,55.76
9/22/2021,,,,,,,,,,,4,61.12
9/22/2021,,,,,,,,,,,4,60.97
9/22/2021,,,,,,,,,,,4,64.18
9/22/2021,,,,,,,,,,,4,67.49
9/22/2021,,,,,,,,,,,4,68.34
9/22/2021,,,,,,,,,,,4,68.1
9/22/2021,,,,,,,,,,,4,68.42
9/22/2021,,,,,,,,,,,4,60.2
9/22/2021,,,,,,,,,,,4,55.93
9/22/2021,,,,,,,,,,,4,50.73
9/22/2021,,,,,,,,,,,4,48.41
9/23/2021,,,,,,,,,,,5,44.49
9/23/2021,,,,,,,,,,,5,43.74
9/23/2021,,,,,,,,,,,5,43.29
9/23/2021,,,,,,,,,,,5,41.44
9/23/2021,,,,,,,,,,,5,42.39
9/23/2021,,,,,,,,,,,5,49.82
9/23/2021,,,,,,,,,,,5,55.44
9/23/2021,,,,,,,,,,,5,62.84
9/23/2021,,,,,,,,,,,5,60.51
9/23/2021,,,,,,,,,,,5,56.51
9/23/2021,,,,,,,,,,,5,56.34
9/23/2021,,,,,,,,,,,5,61.06
9/23/2021,,,,,,,,,,,5,60.92
9/23/2021,,,,,,,,,,,5,64.93
9/23/2021,,,,,,,,,,,5,66.16
9/23/2021,,,,,,,,,,,5,67.41
9/23/2021,,,,,,,,,,,5,71.93
9/23/2021,,,,,,,,,,,5,84.71
9/23/2021,,,,,,,,,,,5,79.29
9/23/2021,,,,,,,,,,,5,74.51
9/23/2021,,,,,,,,,,,5,61.02
9/23/2021,,,,,,,,,,,5,59.96
9/23/2021,,,,,,,,,,,5,58.13
9/23/2021,,,,,,,,,,,5,49.8
9/24/2021,,,,,,,,,,,6,47.94
9/24/2021,,,,,,,,,,,6,45.79
9/24/2021,,,,,,,,,,,6,45.27
9/24/2021,,,,,,,,,,,6,43.88
9/24/2021,,,,,,,,,,,6,45.15
9/24/2021,,,,,,,,,,,6,45.49
9/24/2021,,,,,,,,,,,6,56.1
9/24/2021,,,,,,,,,,,6,68.57
9/24/2021,,,,,,,,,,,6,76.04
9/24/2021,,,,,,,,,,,6,73.18
9/24/2021,,,,,,,,,,,6,76.48
9/24/2021,,,,,,,,,,,6,70.4
9/24/2021,,,,,,,,,,,6,68.63
9/24/2021,,,,,,,,,,,6,68.58
9/24/2021,,,,,,,,,,,6,66.78
9/24/2021,,,,,,,,,,,6,65.1
9/24/2021,,,,,,,,,,,6,64.57
9/24/2021,,,,,,,,,,,6,68.96
9/24/2021,,,,,,,,,,,6,66.77
9/24/2021,,,,,,,,,,,6,65.45
9/24/2021,,,,,,,,,,,6,60.07
9/24/2021,,,,,,,,,,,6,55.81
9/24/2021,,,,,,,,,,,6,58.54
9/24/2021,,,,,,,,,,,6,50.28
9/25/2021,,,,,,,,,,,7,42.57
9/25/2021,,,,,,,,,,,7,39.83
9/25/2021,,,,,,,,,,,7,39.61
9/25/2021,,,,,,,,,,,7,40.09
9/25/2021,,,,,,,,,,,7,40.96
9/25/2021,,,,,,,,,,,7,43.42
9/25/2021,,,,,,,,,,,7,44.12
9/25/2021,,,,,,,,,,,7,39.82
9/25/2021,,,,,,,,,,,7,42.79
9/25/2021,,,,,,,,,,,7,48.96
9/25/2021,,,,,,,,,,,7,38.66
9/25/2021,,,,,,,,,,,7,35.9
9/25/2021,,,,,,,,,,,7,36.48
9/25/2021,,,,,,,,,,,7,36.42
9/25/2021,,,,,,,,,,,7,37.34
9/25/2021,,,,,,,,,,,7,37.75
9/25/2021,,,,,,,,,,,7,46.46
9/25/2021,,,,,,,,,,,7,59.89
9/25/2021,,,,,,,,,,,7,61.31
9/25/2021,,,,,,,,,,,7,64
9/25/2021,,,,,,,,,,,7,55.53
9/25/2021,,,,,,,,,,,7,40.97
9/25/2021,,,,,,,,,,,7,41.07
9/25/2021,,,,,,,,,,,7,39.5
9/26/2021,,,,,,,,,,,1,40.04
9/26/2021,,,,,,,,,,,1,37.58
9/26/2021,,,,,,,,,,,1,39.91
9/26/2021,,,,,,,,,,,1,38.72
9/26/2021,,,,,,,,,,,1,37.12
9/26/2021,,,,,,,,,,,1,37.8
9/26/2021,,,,,,,,,,,1,38.69
9/26/2021,,,,,,,,,,,1,34.05
9/26/2021,,,,,,,,,,,1,35.47
9/26/2021,,,,,,,,,,,1,39.16
9/26/2021,,,,,,,,,,,1,36.72
9/26/2021,,,,,,,,,,,1,36.17
9/26/2021,,,,,,,,,,,1,36.8
9/26/2021,,,,,,,,,,,1,37.97
9/26/2021,,,,,,,,,,,1,35.5
9/26/2021,,,,,,,,,,,1,36.32
9/26/2021,,,,,,,,,,,1,37.85
9/26/2021,,,,,,,,,,,1,49.18
9/26/2021,,,,,,,,,,,1,52.43
9/26/2021,,,,,,,,,,,1,52.18
9/26/2021,,,,,,,,,,,1,40.88
9/26/2021,,,,,,,,,,,1,38.11
9/26/2021,,,,,,,,,,,1,37.94
9/26/2021,,,,,,,,,,,1,33.65
9/27/2021,,,,,,,,,,,2,31.72
9/27/2021,,,,,,,,,,,2,29.95
9/27/2021,,,,,,,,,,,2,29.76
9/27/2021,,,,,,,,,,,2,29.01
9/27/2021,,,,,,,,,,,2,30.18
9/27/2021,,,,,,,,,,,2,33.01
9/27/2021,,,,,,,,,,,2,37.63
9/27/2021,,,,,,,,,,,2,41.24
9/27/2021,,,,,,,,,,,2,45.79
9/27/2021,,,,,,,,,,,2,42.89
9/27/2021,,,,,,,,,,,2,38.46
9/27/2021,,,,,,,,,,,2,38.55
9/27/2021,,,,,,,,,,,2,37.91
9/27/2021,,,,,,,,,,,2,39.2
9/27/2021,,,,,,,,,,,2,40.29
9/27/2021,,,,,,,,,,,2,43.18
9/27/2021,,,,,,,,,,,2,55.97
9/27/2021,,,,,,,,,,,2,67.04
9/27/2021,,,,,,,,,,,2,69.45
9/27/2021,,,,,,,,,,,2,66.72
9/27/2021,,,,,,,,,,,2,59.49
9/27/2021,,,,,,,,,,,2,43.38
9/27/2021,,,,,,,,,,,2,41.65
9/27/2021,,,,,,,,,,,2,39.82
9/28/2021,,,,,,,,,,,3,38.04
9/28/2021,,,,,,,,,,,3,36.16
9/28/2021,,,,,,,,,,,3,34.19
9/28/2021,,,,,,,,,,,3,33.74
9/28/2021,,,,,,,,,,,3,35.08
9/28/2021,,,,,,,,,,,3,40.67
9/28/2021,,,,,,,,,,,3,44.86
9/28/2021,,,,,,,,,,,3,51.66
9/28/2021,,,,,,,,,,,3,55.31
9/28/2021,,,,,,,,,,,3,54.89
9/28/2021,,,,,,,,,,,3,55.65
9/28/2021,,,,,,,,,,,3,55.06
9/28/2021,,,,,,,,,,,3,50.21
9/28/2021,,,,,,,,,,,3,54.74
9/28/2021,,,,,,,,,,,3,52.05
9/28/2021,,,,,,,,,,,3,50.7
9/28/2021,,,,,,,,,,,3,59.71
9/28/2021,,,,,,,,,,,3,64.3
9/28/2021,,,,,,,,,,,3,66.08
9/28/2021,,,,,,,,,,,3,63.68
9/28/2021,,,,,,,,,,,3,48
9/28/2021,,,,,,,,,,,3,44.64
9/28/2021,,,,,,,,,,,3,42.21
9/28/2021,,,,,,,,,,,3,40.56
9/29/2021,,,,,,,,,,,4,42.48
9/29/2021,,,,,,,,,,,4,42.21
9/29/2021,,,,,,,,,,,4,39.45
9/29/2021,,,,,,,,,,,4,38.86
9/29/2021,,,,,,,,,,,4,40.32
9/29/2021,,,,,,,,,,,4,44.96
9/29/2021,,,,,,,,,,,4,54.5
9/29/2021,,,,,,,,,,,4,47.08
9/29/2021,,,,,,,,,,,4,50.9
9/29/2021,,,,,,,,,,,4,44.35
9/29/2021,,,,,,,,,,,4,39.61
9/29/2021,,,,,,,,,,,4,39.51
9/29/2021,,,,,,,,,,,4,39.96
9/29/2021,,,,,,,,,,,4,40.69
9/29/2021,,,,,,,,,,,4,41.93
9/29/2021,,,,,,,,,,,4,43.56
9/29/2021,,,,,,,,,,,4,47.3
9/29/2021,,,,,,,,,,,4,56.32
9/29/2021,,,,,,,,,,,4,58.26
9/29/2021,,,,,,,,,,,4,57.87
9/29/2021,,,,,,,,,,,4,47.25
9/29/2021,,,,,,,,,,,4,46.04
9/29/2021,,,,,,,,,,,4,45.53
9/29/2021,,,,,,,,,,,4,45.46
9/30/2021,,,,,,,,,,,5,50.43
9/30/2021,,,,,,,,,,,5,42.83
9/30/2021,,,,,,,,,,,5,42.5
9/30/2021,,,,,,,,,,,5,39.63
9/30/2021,,,,,,,,,,,5,41.4
9/30/2021,,,,,,,,,,,5,44.42
9/30/2021,,,,,,,,,,,5,53.14
9/30/2021,,,,,,,,,,,5,53.59
9/30/2021,,,,,,,,,,,5,58
9/30/2021,,,,,,,,,,,5,50.86
9/30/2021,,,,,,,,,,,5,44.33
9/30/2021,,,,,,,,,,,5,42.25
9/30/2021,,,,,,,,,,,5,42.18
9/30/2021,,,,,,,,,,,5,44.5
9/30/2021,,,,,,,,,,,5,42.42
9/30/2021,,,,,,,,,,,5,43.89
9/30/2021,,,,,,,,,,,5,47.64
9/30/2021,,,,,,,,,,,5,55.74
9/30/2021,,,,,,,,,,,5,61.65
9/30/2021,,,,,,,,,,,5,61.26
9/30/2021,,,,,,,,,,,5,47.33
9/30/2021,,,,,,,,,,,5,41.99
9/30/2021,,,,,,,,,,,5,39.6
9/30/2021,,,,,,,,,,,5,39.69
10/1/2021,,,,,,,,,,,6,52.37
10/1/2021,,,,,,,,,,,6,53.73
10/1/2021,,,,,,,,,,,6,48.59
10/1/2021,,,,,,,,,,,6,47.09
10/1/2021,,,,,,,,,,,6,46.89
10/1/2021,,,,,,,,,,,6,54.75
10/1/2021,,,,,,,,,,,6,57.94
10/1/2021,,,,,,,,,,,6,55.46
10/1/2021,,,,,,,,,,,6,53.99
10/1/2021,,,,,,,,,,,6,43.24
10/1/2021,,,,,,,,,,,6,41.96
10/1/2021,,,,,,,,,,,6,40.25
10/1/2021,,,,,,,,,,,6,40.33
10/1/2021,,,,,,,,,,,6,40.79
10/1/2021,,,,,,,,,,,6,40.62
10/1/2021,,,,,,,,,,,6,41.15
10/1/2021,,,,,,,,,,,6,44.42
10/1/2021,,,,,,,,,,,6,60.92
10/1/2021,,,,,,,,,,,6,67.17
10/1/2021,,,,,,,,,,,6,57.55
10/1/2021,,,,,,,,,,,6,46.37
10/1/2021,,,,,,,,,,,6,43.99
10/1/2021,,,,,,,,,,,6,44.07
10/1/2021,,,,,,,,,,,6,47.21
10/2/2021,,,,,,,,,,,7,45.34
